tokens,processed_text
"['least', 'dead', 'fire', 'karaoke', 'parlor', 'south', 'vietnam', 'fire', 'thuan', 'city', 'began', 'late', 'tuesday', 'trapped', 'workers', 'customers', 'inside', 'multistory', 'venue']",least dead fire karaoke parlor south vietnam fire thuan city began late tuesday trapped workers customers inside multistory venue
"['baseball', 'players', 'union', 'joins', 'aflcio', 'show', 'solidarity', 'workers', 'mlb', 'players', 'association', 'finally', 'member', 'aflcio', 'affiliating', 'unions', 'across', 'industries']",baseball players union joins aflcio show solidarity workers mlb players association finally member aflcio affiliating unions across industries
"['muslims', 'make', 'characters', 'tv', 'study', 'finds', 'scripted', 'shows', 'researchers', 'analyzed', 'muslim', 'characters', 'typically', 'violent', 'dehumanized', 'disparaged', 'existed']",muslims make characters tv study finds scripted shows researchers analyzed muslim characters typically violent dehumanized disparaged existed
"['unemployment', 'insurance', 'system', 'ready', 'next', 'recession', 'states', 'cutting', 'back', 'congress', 'unlikely', 'step', 'even', 'pandemic', 'exposed', 'unemployment', 'systems', 'shortcomings']",unemployment insurance system ready next recession states cutting back congress unlikely step even pandemic exposed unemployment systems shortcomings
"['power', 'outage', 'austin', 'airport', 'leads', 'flight', 'delays', 'traffic', 'jams', 'airport', 'officials', 'austin', 'texas', 'say', 'early', 'morning', 'power', 'outage', 'causing', 'flight', 'delays', 'even', 'electricity', 'restored']",power outage austin airport leads flight delays traffic jams airport officials austin texas say early morning power outage causing flight delays even electricity restored
"['shelling', 'goes', 'near', 'ukraine', 'nuclear', 'plant', 'despite', 'risks', 'head', 'international', 'atomic', 'energy', 'agency', 'warned', 'un', 'security', 'council', 'something', 'catastrophic', 'could', 'take', 'place', 'zaporizhzhia']",shelling goes near ukraine nuclear plant despite risks head international atomic energy agency warned un security council something catastrophic could take place zaporizhzhia
"['cyberattack', 'prompts', 'los', 'angeles', 'school', 'district', 'shut', 'computer', 'systems', 'attacks', 'become', 'growing', 'threat', 'us', 'schools', 'several', 'highprofile', 'incidents', 'reported', 'since', 'last', 'year']",cyberattack prompts los angeles school district shut computer systems attacks become growing threat us schools several highprofile incidents reported since last year
"['fastmoving', 'fairview', 'fire', 'kills', 'least', 'california', 'second', 'fire', 'killed', 'two', 'people', 'northern', 'california', 'weekend']",fastmoving fairview fire kills least california second fire killed two people northern california weekend
"['kody', 'clemens', 'strikes', 'mvp', 'shohei', 'ohtani', 'trails', 'dad', 'roger', 'ks', 'detroit', 'tigers', 'rookie', 'utility', 'player', 'got', 'pressed', 'reliefpitching', 'duty', 'loss', 'angels']",kody clemens strikes mvp shohei ohtani trails dad roger ks detroit tigers rookie utility player got pressed reliefpitching duty loss angels
"['mississippi', 'governor', 'says', 'water', 'pressure', 'solid', 'jackson', 'city', 'remains', 'boil', 'water', 'notice', 'first', 'went', 'effect', 'july']",mississippi governor says water pressure solid jackson city remains boil water notice first went effect july
"['meta', 'parent', 'company', 'instagram', 'fined', 'million', 'irish', 'regulators', 'social', 'media', 'giant', 'fined', 'violations', 'data', 'privacy', 'laws', 'related', 'information', 'children', 'instagram']",meta parent company instagram fined million irish regulators social media giant fined violations data privacy laws related information children instagram
"['school', 'starts', 'today', 'survivors', 'deadly', 'mass', 'shooting', 'uvalde', 'new', 'high', 'fencing', 'around', 'texas', 'communitys', 'public', 'schools', 'still', 'isnt', 'finished', 'heavy', 'police', 'patrol', 'many', 'families', 'dont', 'trust']",school starts today survivors deadly mass shooting uvalde new high fencing around texas communitys public schools still isnt finished heavy police patrol many families dont trust
