clean_text,tokens
un chief asks world for massive help in floodhit pakistan speaking from islamabad antonio guterres said countries bearing more responsibility for climate change should have faced this challenge,"['un', 'chief', 'asks', 'world', 'massive', 'help', 'floodhit', 'pakistan', 'speaking', 'islamabad', 'antonio', 'guterres', 'said', 'countries', 'bearing', 'responsibility', 'climate', 'change', 'faced', 'challenge']"
politicians dna connected to las vegas journalists murder police say clark county public administrator robert telles was arrested in the fatal stabbing of jeff german who had been investigating his office,"['politicians', 'dna', 'connected', 'las', 'vegas', 'journalists', 'murder', 'police', 'say', 'clark', 'county', 'public', 'administrator', 'robert', 'telles', 'arrested', 'fatal', 'stabbing', 'jeff', 'german', 'investigating', 'office']"
michelle obama celebrated for wearing braids to her white house portrait unveiling the internet ignited in approval over the former first ladys hairstyle choice for the monumental day,"['michelle', 'obama', 'celebrated', 'wearing', 'braids', 'white', 'house', 'portrait', 'unveiling', 'internet', 'ignited', 'approval', 'former', 'first', 'ladys', 'hairstyle', 'choice', 'monumental', 'day']"
norman reedus opens up about walking dead injury i thought i was going to die the actor said he was so badly concussed while shooting the series finale that he feared for his life and was holding onto the walls while recovering,"['norman', 'reedus', 'opens', 'walking', 'dead', 'injury', 'thought', 'going', 'die', 'actor', 'said', 'badly', 'concussed', 'shooting', 'series', 'finale', 'feared', 'life', 'holding', 'onto', 'walls', 'recovering']"
michigan supreme court revives abortion rights amendment for novembers ballot opponents of the measure claimed typos made the qualifying petitions incomprehensible but the states highest court rejected that argument,"['michigan', 'supreme', 'court', 'revives', 'abortion', 'rights', 'amendment', 'novembers', 'ballot', 'opponents', 'measure', 'claimed', 'typos', 'made', 'qualifying', 'petitions', 'incomprehensible', 'states', 'highest', 'court', 'rejected', 'argument']"
portland residents with disabilities sue over citys blocked sidewalks the lawsuit says allowing homeless peoples tents to block city sidewalks makes it difficult for people using wheelchairs walkers or canes to use them,"['portland', 'residents', 'disabilities', 'sue', 'citys', 'blocked', 'sidewalks', 'lawsuit', 'says', 'allowing', 'homeless', 'peoples', 'tents', 'block', 'city', 'sidewalks', 'makes', 'difficult', 'people', 'using', 'wheelchairs', 'walkers', 'canes', 'use']"
at least  dead in fire at karaoke parlor in south vietnam the fire in thuan an city began late tuesday and trapped both workers and customers inside the multistory venue,"['least', 'dead', 'fire', 'karaoke', 'parlor', 'south', 'vietnam', 'fire', 'thuan', 'city', 'began', 'late', 'tuesday', 'trapped', 'workers', 'customers', 'inside', 'multistory', 'venue']"
baseball players union joins aflcio in show of solidarity with other workers the mlb players association will finally be a member of the aflcio affiliating with  other unions across industries,"['baseball', 'players', 'union', 'joins', 'aflcio', 'show', 'solidarity', 'workers', 'mlb', 'players', 'association', 'finally', 'member', 'aflcio', 'affiliating', 'unions', 'across', 'industries']"
muslims only make up  of characters on tv study finds in most of the  scripted shows that researchers analyzed muslim characters were typically violent dehumanized or disparaged  if they existed at all,"['muslims', 'make', 'characters', 'tv', 'study', 'finds', 'scripted', 'shows', 'researchers', 'analyzed', 'muslim', 'characters', 'typically', 'violent', 'dehumanized', 'disparaged', 'existed']"
the unemployment insurance system is not ready for the next recession states are cutting back and congress is unlikely to step in even after the pandemic exposed the unemployment systems shortcomings,"['unemployment', 'insurance', 'system', 'ready', 'next', 'recession', 'states', 'cutting', 'back', 'congress', 'unlikely', 'step', 'even', 'pandemic', 'exposed', 'unemployment', 'systems', 'shortcomings']"
power outage at austin airport leads to flight delays traffic jams airport officials in austin texas say an early morning power outage is causing flight delays even as electricity has been restored,"['power', 'outage', 'austin', 'airport', 'leads', 'flight', 'delays', 'traffic', 'jams', 'airport', 'officials', 'austin', 'texas', 'say', 'early', 'morning', 'power', 'outage', 'causing', 'flight', 'delays', 'even', 'electricity', 'restored']"
shelling goes on near ukraine nuclear plant despite risks the head of the international atomic energy agency warned the un security council  that something very very catastrophic could take place at zaporizhzhia,"['shelling', 'goes', 'near', 'ukraine', 'nuclear', 'plant', 'despite', 'risks', 'head', 'international', 'atomic', 'energy', 'agency', 'warned', 'un', 'security', 'council', 'something', 'catastrophic', 'could', 'take', 'place', 'zaporizhzhia']"
cyberattack prompts los angeles school district to shut down its computer systems such attacks have become a growing threat to us schools with several highprofile incidents reported since last year,"['cyberattack', 'prompts', 'los', 'angeles', 'school', 'district', 'shut', 'computer', 'systems', 'attacks', 'become', 'growing', 'threat', 'us', 'schools', 'several', 'highprofile', 'incidents', 'reported', 'since', 'last', 'year']"
fastmoving fairview fire kills at least  in california a second fire killed two people in northern california this weekend,"['fastmoving', 'fairview', 'fire', 'kills', 'least', 'california', 'second', 'fire', 'killed', 'two', 'people', 'northern', 'california', 'weekend']"
kody clemens strikes out mvp shohei ohtani trails dad roger by  ks the detroit tigers rookie utility player got pressed into reliefpitching duty in a  loss to the angels,"['kody', 'clemens', 'strikes', 'mvp', 'shohei', 'ohtani', 'trails', 'dad', 'roger', 'ks', 'detroit', 'tigers', 'rookie', 'utility', 'player', 'got', 'pressed', 'reliefpitching', 'duty', 'loss', 'angels']"
mississippi governor says water pressure is now solid in jackson the city remains under a boil water notice which first went into effect on july ,"['mississippi', 'governor', 'says', 'water', 'pressure', 'solid', 'jackson', 'city', 'remains', 'boil', 'water', 'notice', 'first', 'went', 'effect', 'july']"
meta parent company of instagram fined  million by irish regulators the social media giant was fined for violations of data privacy laws related to information about children on instagram,"['meta', 'parent', 'company', 'instagram', 'fined', 'million', 'irish', 'regulators', 'social', 'media', 'giant', 'fined', 'violations', 'data', 'privacy', 'laws', 'related', 'information', 'children', 'instagram']"
school starts today for survivors of deadly mass shooting in uvalde there is new high fencing around the texas communitys public schools that still isnt finished and a heavy police patrol that many families dont trust,"['school', 'starts', 'today', 'survivors', 'deadly', 'mass', 'shooting', 'uvalde', 'new', 'high', 'fencing', 'around', 'texas', 'communitys', 'public', 'schools', 'still', 'isnt', 'finished', 'heavy', 'police', 'patrol', 'many', 'families', 'dont', 'trust']"
